Marque,Modèle,Année,Kilométrage,Etat,Prix,Type de Carburant,Transmission
Fiat,500,2023,6502.0,Occasion,20999.0,Électrique,Auto.
Volkswagen,Golf 8,2021,35500.0,Occasion,26399.0,Hybride,Auto.
Renault,Twingo 3,2019,34384.0,Occasion,9499.0,Essence,Manuelle
Volkswagen,Golf 8,2024,18720.0,Occasion,38799.0,Diesel,Auto.
Kia,Sportage,2017,146170.0,Occasion,12999.0,Diesel,Manuelle
Volkswagen,Golf 8,2022,13195.0,Occasion,34299.0,Hybride,Auto.
Hyundai,Tucson,2021,58375.0,Occasion,29999.0,Hybride,Auto.
Renault,Clio 4,2019,20919.0,Occasion,13499.0,Essence,Manuelle
Renault,Kadjar,2021,59592.0,Occasion,18799.0,Diesel,Auto.
Volkswagen,Golf 8,2023,3530.0,Occasion,40799.0,Essence,Auto.
Renault,Kadjar,2016,51630.0,Occasion,13999.0,Essence,Auto.
Volkswagen,Golf 8,2021,60488.0,Occasion,22999.0,Diesel,Manuelle
Opel,Corsa,2021,19328.0,Occasion,17999.0,Électrique,Auto.
Ford,PUMA,2022,54161.0,Occasion,19999.0,Hybride,Manuelle
Hyundai,Tucson,2021,31704.0,Occasion,31799.0,Hybride,Auto.
Volkswagen,Golf 8,2024,22200.0,Occasion,33999.0,Hybride,Auto.
Renault,Arkana,2023,42132.0,Occasion,22899.0,Micro-hybride,Auto.
Volkswagen,Golf 8,2023,23060.0,Occasion,28999.0,Diesel,Auto.
Peugeot,308 SW,2020,30775.0,Occasion,14799.0,Essence,Manuelle
Volkswagen,Golf 8,2023,10.0,Occasion,34299.0,Micro-hybride,Auto.
Cupra,Formentor,2021,21946.0,Occasion,31399.0,Hybride,Auto.
Hyundai,Tucson,2021,47716.0,Occasion,30699.0,Hybride,Auto.
Volkswagen,Golf 8,2024,8270.0,Occasion,30999.0,Diesel,Auto.
Renault,Clio 4,2019,73407.0,Occasion,13999.0,Diesel,Manuelle
Volkswagen,Golf 8,2020,17285.0,Occasion,21499.0,Essence,Manuelle
Opel,Mokka,2024,17482.0,Occasion,20999.0,Essence,Manuelle
Volkswagen,Tiguan,2019,88542.0,Occasion,25999.0,Essence,Auto.
DS,DS4,2023,19240.0,Occasion,34999.0,Hybride,Auto.
Renault,Twingo 3,2022,12220.0,Occasion,14499.0,Électrique,Auto.
DS,DS3 Crossback,2022,18675.0,Occasion,21999.0,Électrique,Auto.
Mercedes,Classe A,2023,4675.0,Occasion,35499.0,Diesel,Auto.
Citroën,Berlingo,2019,40325.0,Occasion,16499.0,Diesel,Manuelle
Renault,Twingo 3,2021,35268.0,Occasion,12199.0,Électrique,Auto.
DS,DS4,2022,19380.0,Occasion,25999.0,Diesel,Auto.
Opel,Mokka,2021,41192.0,Occasion,15999.0,Essence,Manuelle
Volkswagen,Golf 8,2024,28650.0,Occasion,37999.0,Diesel,Auto.
Fiat,500,2020,43225.0,Occasion,12299.0,Essence,Manuelle
Ford,Puma,2020,56669.0,Occasion,17299.0,Micro-hybride,Manuelle
Opel,Corsa,2020,72852.0,Occasion,10499.0,Essence,Manuelle
Hyundai,Tucson,2021,49205.0,Occasion,31699.0,Hybride,Auto.
Volkswagen,Polo,2018,36657.0,Occasion,12999.0,Essence,Manuelle
Volkswagen,Golf 8,2021,61923.0,Occasion,22999.0,Diesel,Auto.
Peugeot,308 SW,2024,4845.0,Occasion,24399.0,Essence,Auto.
Peugeot,408,2022,35365.0,Occasion,32499.0,Hybride,Auto.
Renault,Twingo 3,2022,12008.0,Occasion,12499.0,Électrique,Auto.
Renault,Clio 4,2017,29806.0,Occasion,12999.0,Essence,Manuelle
Volkswagen,Golf 8,2023,15285.0,Occasion,30799.0,Essence,Auto.
Kia,Sportage,2020,47885.0,Occasion,24999.0,Micro-hybride,Auto.
Toyota,Yaris,2019,99053.0,Occasion,14799.0,Hybride,Auto.
Volkswagen,Golf 8,2023,17300.0,Occasion,38999.0,Essence,Auto.
Volkswagen,Polo,2015,114150.0,Occasion,10999.0,Essence,Manuelle
Peugeot,308 SW,2024,4992.0,Occasion,27999.0,Micro-hybride,Auto.
Mercedes,Classe A,2021,59820.0,Occasion,25499.0,Essence,Auto.
Volkswagen,Golf 8,2022,82081.0,Occasion,22499.0,Diesel,Manuelle
Mercedes,Classe A,2019,30372.0,Occasion,23099.0,Essence,Manuelle
Peugeot,308 SW,2024,4000.0,Occasion,28999.0,Diesel,Auto.
Renault,Mégane 4,2016,44470.0,Occasion,12999.0,Essence,Manuelle
Hyundai,Tucson,2021,44228.0,Occasion,30799.0,Hybride,Auto.
Opel,Corsa,2023,15876.0,Occasion,15699.0,Essence,Manuelle
Toyota,RAV 4,2022,37572.0,Occasion,33499.0,Hybride,Auto.
Renault,Twingo 3,2023,1135.0,Occasion,17999.0,Électrique,Auto.
Volkswagen,Tiguan,2019,71019.0,Occasion,30699.0,Diesel,Auto.
Tesla,MODEL Y,2023,27783.0,Occasion,39499.0,Électrique,Auto.
Volkswagen,Golf 8,2023,29945.0,Occasion,35499.0,Essence,Auto.
Audi,Q3 Sportback,2022,22610.0,Occasion,39499.0,Hybride,Auto.
Toyota,Yaris,2020,100907.0,Occasion,15999.0,Hybride,Auto.
Renault,Mégane 4,2018,11836.0,Occasion,14999.0,Essence,Manuelle
Renault,Twingo 3,2022,8175.0,Occasion,12999.0,Essence,Manuelle
Volkswagen,T-Roc,2024,17680.0,Occasion,37899.0,Essence,Auto.
Opel,Corsa,2022,23475.0,Occasion,17999.0,Électrique,Auto.
Cupra,Formentor,2022,88690.0,Occasion,25099.0,Diesel,Manuelle
Volkswagen,Tiguan,2019,124193.0,Occasion,20999.0,Diesel,Auto.
Volkswagen,Polo,2015,59030.0,Occasion,14999.0,Essence,Auto.
Fiat,500,2022,12129.0,Occasion,13799.0,Électrique,Auto.
Opel,Corsa,2021,40450.0,Occasion,13999.0,Essence,Manuelle
Volkswagen,Polo,2023,20495.0,Occasion,29899.0,Essence,Auto.
Volkswagen,Golf 8,2023,24300.0,Occasion,37499.0,Essence,Auto.
Volkswagen,Golf 8,2024,26250.0,Occasion,38199.0,Diesel,Auto.
Renault,Twingo 3,2021,10833.0,Occasion,11599.0,Électrique,Auto.
Peugeot,308 SW,2024,5396.0,Occasion,28399.0,Diesel,Auto.
Citroën,C4 Cactus,2019,45938.0,Occasion,12299.0,Essence,Manuelle
Renault,Kadjar,2019,55730.0,Occasion,16599.0,Essence,Manuelle
Renault,Kadjar,2016,107060.0,Occasion,13999.0,Diesel,Manuelle
Volkswagen,Golf 8,2023,18260.0,Occasion,37699.0,Diesel,Auto.
Kia,Sportage,2024,12913.0,Occasion,31499.0,Micro-hybride,Auto.
Renault,Twingo 3,2020,32215.0,Occasion,12499.0,Électrique,Auto.
Volkswagen,Tiguan,2021,56586.0,Occasion,33999.0,Diesel,Auto.
Renault,Twingo 3,2021,31035.0,Occasion,13499.0,Électrique,Auto.
Citroën,C4 Cactus,2019,9630.0,Occasion,12999.0,Essence,Manuelle
Toyota,Aygo X,2023,12235.0,Occasion,15999.0,Essence,Manuelle
Cupra,Formentor,2022,20092.0,Occasion,32399.0,Hybride,Auto.
Volkswagen,T-Roc,2023,21475.0,Occasion,23817.0,Essence,Manuelle
Peugeot,308 SW,2016,111885.0,Occasion,10299.0,Essence,Manuelle
Fiat,500,2022,11954.0,Occasion,13799.0,Électrique,Auto.
Fiat,500,2022,12037.0,Occasion,13999.0,Électrique,Auto.
Peugeot,308 SW,2020,47625.0,Occasion,15499.0,Essence,Auto.
Fiat,500,2024,17586.0,Occasion,14999.0,Micro-hybride,Manuelle
Volkswagen,T-Roc,2024,18980.0,Occasion,33999.0,Essence,Auto.
Renault,Mégane 4,2019,98800.0,Occasion,16999.0,Essence,Auto.
Audi,A3 Sportback,2024,15465.0,Occasion,33299.0,Micro-hybride,Auto.
Ford,PUMA,2020,82360.0,Occasion,18999.0,Essence,Auto.
Volkswagen,Tiguan,2021,71913.0,Occasion,39199.0,Diesel,Auto.
Toyota,Corolla,2022,61695.0,Occasion,20999.0,Hybride,Auto.
Volkswagen,Tiguan,2017,103015.0,Occasion,22799.0,Diesel,Auto.
Peugeot,308 SW,2017,127018.0,Occasion,11499.0,Diesel,Manuelle
Renault,Twingo 3,2021,19416.0,Occasion,13699.0,Électrique,Auto.
Renault,Mégane 4,2020,48769.0,Occasion,14499.0,Essence,Manuelle
Opel,Crossland X,2020,39763.0,Occasion,12899.0,Essence,Manuelle
Hyundai,Kona,2022,12331.0,Occasion,21499.0,Micro-hybride,Manuelle
DS,DS4,2023,26510.0,Occasion,25999.0,Essence,Auto.
Citroën,C5 X,2023,8937.0,Occasion,21999.0,Essence,Auto.
Volkswagen,T-Roc,2018,42240.0,Occasion,19499.0,Essence,Manuelle
Ford,Puma,2022,23000.0,Occasion,20199.0,Micro-hybride,Manuelle
Volkswagen,T-Roc,2018,139670.0,Occasion,18999.0,Diesel,Auto.
Renault,Twingo 3,2023,13280.0,Occasion,14999.0,Électrique,Auto.
Peugeot,308 SW,2018,110835.0,Occasion,10499.0,Essence,Auto.
Cupra,Formentor,2023,14900.0,Occasion,33899.0,Hybride,Auto.
Renault,Twingo 3,2022,26262.0,Occasion,13999.0,Électrique,Auto.
MG,ZS,2023,8448.0,Occasion,17999.0,Essence,Manuelle
Ford,Puma,2021,103008.0,Occasion,14799.0,Micro-hybride,Manuelle
Peugeot,308 SW,2024,6419.0,Occasion,24499.0,Essence,Auto.
Peugeot,308 SW,2024,5875.0,Occasion,27499.0,Micro-hybride,Auto.
Renault,Mégane 4,2017,104770.0,Occasion,12799.0,Essence,Auto.
Peugeot,308 SW,2024,11151.0,Occasion,24399.0,Essence,Auto.
Renault,Zoé,2020,9504.0,Occasion,16199.0,Électrique,Auto.
Mercedes,Classe A,2018,112796.0,Occasion,16999.0,Diesel,Manuelle
Peugeot,308 SW,2022,59930.0,Occasion,22999.0,Diesel,Auto.
Toyota,RAV 4,2022,4142.0,Occasion,39999.0,Hybride,Auto.
DS,DS7 CROSSBACK,2020,47728.0,Occasion,27799.0,Hybride,Auto.
Kia,Sportage,2022,41290.0,Occasion,30999.0,Micro-hybride,Auto.
Volkswagen,Golf 7,2018,137225.0,Occasion,13999.0,Essence,Manuelle
Peugeot,308 SW,2024,18.0,Occasion,25099.0,Essence,Auto.
Peugeot,308 SW,2024,3990.0,Occasion,28399.0,Diesel,Auto.
Peugeot,308 SW,2024,5805.0,Occasion,24199.0,Essence,Auto.
Peugeot,308 SW,2019,70453.0,Occasion,12999.0,Diesel,Manuelle
Dacia,SPRING,2021,17085.0,Occasion,10499.0,Électrique,Auto.
Mercedes,Classe A,2021,46053.0,Occasion,26099.0,Diesel,Auto.
Volkswagen,Tiguan,2020,116694.0,Occasion,22699.0,Diesel,Auto.
Mercedes,Classe A,2020,66186.0,Occasion,22699.0,Diesel,Manuelle
Peugeot,308 SW,2020,57769.0,Occasion,14999.0,Essence,Auto.
Volkswagen,Tiguan,2019,104062.0,Occasion,23999.0,Diesel,Auto.
Peugeot,308 SW,2022,49425.0,Occasion,21999.0,Essence,Auto.
Renault,Grand Scénic 4,2017,133175.0,Occasion,14999.0,Diesel,Auto.
Peugeot,508,2020,141096.0,Occasion,17799.0,Hybride,Auto.
Cupra,Formentor,2021,42150.0,Occasion,29999.0,Hybride,Auto.
Volkswagen,Polo,2018,108200.0,Occasion,14999.0,Essence,Manuelle
Peugeot,308 SW,2020,42025.0,Occasion,15999.0,Essence,Auto.
Peugeot,308 SW,2021,45460.0,Occasion,19799.0,Diesel,Auto.
Peugeot,308 SW,2018,99281.0,Occasion,10799.0,Essence,Manuelle
Kia,Sportage,2021,99386.0,Occasion,21999.0,Micro-hybride,Auto.
Peugeot,308 SW,2024,4585.0,Occasion,24399.0,Essence,Auto.
Cupra,FORMENTOR,2022,16368.0,Occasion,31399.0,Hybride,Auto.
Cupra,Formentor,2021,26579.0,Occasion,31399.0,Hybride,Auto.
Volkswagen,Polo,2023,14810.0,Occasion,20999.0,Essence,Manuelle
Renault,Kadjar,2022,49170.0,Occasion,22299.0,Diesel,Auto.
Citroën,C4 Cactus,2019,42475.0,Occasion,13499.0,Essence,Auto.
Peugeot,308 SW,2024,6210.0,Occasion,27999.0,Diesel,Auto.
Peugeot,308 SW,2020,126640.0,Occasion,12999.0,Diesel,Auto.
Peugeot,308 SW,2021,49985.0,Occasion,18999.0,Diesel,Auto.
Peugeot,308 SW,2024,3975.0,Occasion,28399.0,Diesel,Auto.
Peugeot,308 SW,2020,123367.0,Occasion,12499.0,Diesel,Manuelle
Seat,Ibiza,2021,46105.0,Occasion,15799.0,Essence,Auto.
Audi,A3 Sportback,2021,70718.0,Occasion,27399.0,Diesel,Auto.
Renault,Kadjar,2021,57553.0,Occasion,17999.0,Diesel,Auto.
Volkswagen,Polo,2019,108446.0,Occasion,15499.0,Essence,Auto.
Peugeot,308 SW,2018,74598.0,Occasion,11799.0,Essence,Manuelle
Peugeot,308 SW,2024,14468.0,Occasion,24399.0,Essence,Auto.
Renault,Kadjar,2018,32083.0,Occasion,15499.0,Essence,Manuelle
DS,DS3 CROSSBACK,2020,47222.0,Occasion,16999.0,Électrique,Auto.
Audi,A3 Sportback,2019,74234.0,Occasion,19399.0,Essence,Auto.
Mercedes,Classe C,2015,91611.0,Occasion,18499.0,Essence,Auto.
Mini,Mini,2021,82513.0,Occasion,15999.0,Électrique,Auto.
Peugeot,308 SW,2019,51744.0,Occasion,18699.0,Diesel,Auto.
Audi,Q2,2024,10205.0,Occasion,31499.0,Essence,Auto.
Citroën,C4 Cactus,2019,47045.0,Occasion,12499.0,Essence,Manuelle
Renault,Kadjar,2018,109553.0,Occasion,13999.0,Diesel,Manuelle
Opel,Crossland,2023,15636.0,Occasion,16199.0,Essence,Manuelle
Peugeot,408,2023,961.0,Occasion,30999.0,Essence,Auto.
Toyota,RAV 4,2023,9538.0,Occasion,46475.0,Hybride,Auto.
Citroën,C4 Cactus,2016,110045.0,Occasion,9499.0,Essence,Manuelle
Mercedes,Classe A,2019,107687.0,Occasion,22999.0,Diesel,Auto.
Renault,Clio 4,2017,105325.0,Occasion,10999.0,Diesel,Manuelle
Peugeot,308 SW,2020,30889.0,Occasion,16999.0,Essence,Manuelle
Peugeot,308 SW,2019,45239.0,Occasion,14499.0,Essence,Manuelle
Renault,Kadjar,2017,123250.0,Occasion,12699.0,Diesel,Manuelle
Volkswagen,T-CROSS,2023,10052.0,Occasion,22999.0,Essence,Auto.
Mercedes,Classe A,2019,106798.0,Occasion,18999.0,Essence,Manuelle
Renault,Zoé,2019,24014.0,Occasion,8999.0,Électrique,Auto.
Renault,Zoé,2016,43390.0,Occasion,6999.0,Électrique,Auto.
Renault,Mégane 4,2017,28310.0,Occasion,13999.0,Essence,Manuelle
Mercedes,Classe A,2017,104263.0,Occasion,18999.0,Diesel,Auto.
Peugeot,308 SW,2024,3318.0,Occasion,27999.0,Micro-hybride,Auto.
Audi,A3 Sportback,2020,80510.0,Occasion,20799.0,Diesel,Auto.
Citroën,C4 Cactus,2019,23396.0,Occasion,15799.0,Diesel,Manuelle
Peugeot,308 SW,2019,51800.0,Occasion,14999.0,Essence,Auto.
Peugeot,308 SW,2021,87624.0,Occasion,17499.0,Diesel,Auto.
Renault,Mégane 4,2016,87309.0,Occasion,11199.0,Essence,Manuelle
Renault,Kadjar,2018,145845.0,Occasion,12199.0,Essence,Auto.
Peugeot,308 SW,2018,109145.0,Occasion,10499.0,Essence,Manuelle
Peugeot,408,2024,5498.0,Occasion,27999.0,Essence,Auto.
Toyota,Yaris,2020,51425.0,Occasion,12999.0,Essence,Manuelle
Renault,Zoé,2016,35193.0,Occasion,7299.0,Électrique,Auto.
Peugeot,308 SW,2019,120994.0,Occasion,12999.0,Diesel,Manuelle
Volkswagen,Polo,2018,55622.0,Occasion,16499.0,Essence,Manuelle
Kia,Sportage,2021,21362.0,Occasion,29499.0,Micro-hybride,Auto.
Renault,Kadjar,2017,111883.0,Occasion,10499.0,Essence,Manuelle
Renault,Kadjar,2019,72810.0,Occasion,15999.0,Essence,Auto.
Renault,Kadjar,2020,119686.0,Occasion,14699.0,Diesel,Auto.
Renault,Kadjar,2017,80729.0,Occasion,13599.0,Essence,Auto.
Cupra,Formentor,2022,32216.0,Occasion,30499.0,Hybride,Auto.
Citroën,Berlingo,2019,60265.0,Occasion,15999.0,Essence,Manuelle
Dacia,SPRING,2021,9635.0,Occasion,11299.0,Électrique,Auto.
Peugeot,408,2024,7536.0,Occasion,30999.0,Essence,Auto.
Peugeot,308 SW,2024,7610.0,Occasion,24499.0,Essence,Auto.
Citroën,C5 X,2023,24760.0,Occasion,19999.0,Essence,Auto.
Peugeot,RIFTER,2019,64105.0,Occasion,17799.0,Essence,Manuelle
Renault,Mégane 4,2018,75795.0,Occasion,13999.0,Essence,Manuelle
Toyota,Corolla,2019,78265.0,Occasion,20999.0,Hybride,Auto.
Peugeot,408,2023,47442.0,Occasion,31399.0,Hybride,Auto.
Volkswagen,T-Roc,2024,19660.0,Occasion,33999.0,Essence,Auto.
Toyota,Corolla,2023,45183.0,Occasion,21999.0,Hybride,Auto.
Peugeot,308 SW,2019,55503.0,Occasion,15799.0,Essence,Manuelle
DS,DS4,2023,30867.0,Occasion,26299.0,Essence,Auto.
Renault,Zoé,2015,43984.0,Occasion,6999.0,Électrique,Auto.
Renault,Kadjar,2019,107522.0,Occasion,13499.0,Diesel,Auto.
Renault,Kadjar,2021,35095.0,Occasion,20699.0,Essence,Auto.
Renault,Kadjar,2017,69615.0,Occasion,12799.0,Essence,Manuelle
Toyota,RAV 4,2021,53880.0,Occasion,29999.0,Hybride,Auto.
Peugeot,308 SW,2021,71395.0,Occasion,16199.0,Essence,Manuelle
Seat,Arona,2020,21858.0,Occasion,17499.0,Essence,Auto.
Peugeot,308 SW,2019,72714.0,Occasion,15799.0,Essence,Auto.
Renault,Kadjar,2019,69397.0,Occasion,18299.0,Diesel,Manuelle
DS,DS7 CROSSBACK,2019,108750.0,Occasion,21799.0,Essence,Auto.
Peugeot,308 SW,2024,4123.0,Occasion,25499.0,Essence,Auto.
Mercedes,Classe A,2024,4860.0,Occasion,37899.0,Micro-hybride,Auto.
Renault,Kadjar,2020,62425.0,Occasion,16999.0,Essence,Auto.
DS,DS3 Crossback,2021,27332.0,Occasion,20699.0,Électrique,Auto.
Mercedes,Classe A,2024,9465.0,Occasion,37699.0,Micro-hybride,Auto.
Renault,Kadjar,2021,34473.0,Occasion,18299.0,Essence,Manuelle
Audi,A3 Sportback,2021,72583.0,Occasion,30999.0,Diesel,Auto.
Volkswagen,T-Roc,2022,64161.0,Occasion,23999.0,Essence,Auto.
Renault,Kadjar,2017,111535.0,Occasion,13499.0,Diesel,Manuelle
Peugeot,408,2024,10667.0,Occasion,25399.0,Essence,Auto.
Renault,Kadjar,2017,75952.0,Occasion,14999.0,Essence,Auto.
Renault,Kadjar,2021,62985.0,Occasion,17499.0,Diesel,Auto.
Renault,Kadjar,2020,84580.0,Occasion,15999.0,Diesel,Manuelle
Toyota,Corolla,2020,62143.0,Occasion,22499.0,Hybride,Auto.
Toyota,Corolla,2020,52903.0,Occasion,18999.0,Hybride,Auto.
Toyota,Corolla,2023,32476.0,Occasion,22699.0,Essence,Auto.
Toyota,Corolla,2022,30045.0,Occasion,22199.0,Hybride,Auto.
Toyota,Corolla,2022,19655.0,Occasion,22499.0,Hybride,Auto.
Hyundai,Kona,2019,83450.0,Occasion,17999.0,Électrique,Auto.
DS,DS4,2023,17570.0,Occasion,35999.0,Hybride,Auto.
Citroën,C4 Cactus,2017,76446.0,Occasion,12499.0,Diesel,Manuelle
BMW,Série 1,2020,59094.0,Occasion,20099.0,Diesel,Manuelle
Cupra,Formentor,2022,36290.0,Occasion,30499.0,Hybride,Auto.
Audi,A3 Sportback,2024,15778.0,Occasion,33399.0,Micro-hybride,Auto.
Toyota,Corolla,2022,25604.0,Occasion,24799.0,Hybride,Auto.
Cupra,Formentor,2022,14008.0,Occasion,29899.0,Hybride,Auto.
Audi,A3 Sportback,2017,46460.0,Occasion,22499.0,Essence,Auto.
Renault,Kadjar,2018,121230.0,Occasion,12999.0,Diesel,Manuelle
Renault,Kadjar,2017,35589.0,Occasion,15799.0,Essence,Manuelle
Renault,Kadjar,2021,56105.0,Occasion,18799.0,Essence,Manuelle
Mercedes,Classe A,2023,20761.0,Occasion,32999.0,Micro-hybride,Auto.
Renault,Kadjar,2020,95806.0,Occasion,16499.0,Diesel,Auto.
Renault,Mégane 4,2016,28544.0,Occasion,13999.0,Essence,Manuelle
Renault,Mégane 4,2018,130217.0,Occasion,15499.0,Diesel,Auto.
Toyota,RAV 4,2023,17086.0,Occasion,36499.0,Hybride,Auto.
Volkswagen,T-Roc,2023,30466.0,Occasion,25799.0,Essence,Manuelle
Renault,Kadjar,2016,101225.0,Occasion,14299.0,Diesel,Manuelle
Seat,Arona,2018,39505.0,Occasion,13499.0,Essence,Manuelle
DS,DS7 Crossback,2019,78322.0,Occasion,20999.0,Diesel,Auto.
Citroën,C4 Cactus,2018,31237.0,Occasion,13299.0,Essence,Auto.
Renault,Zoé,2021,32483.0,Occasion,14999.0,Électrique,Auto.
Citroën,Berlingo,2021,45851.0,Occasion,18999.0,Diesel,Manuelle
Citroën,C4 Cactus,2020,31155.0,Occasion,12999.0,Essence,Manuelle
Volkswagen,Golf 7,2019,81250.0,Occasion,18999.0,Non spécifié,Auto.
Renault,Kadjar,2019,71114.0,Occasion,15199.0,Essence,Manuelle
Renault,Kadjar,2020,105900.0,Occasion,15499.0,Diesel,Auto.
Renault,Kadjar,2017,51360.0,Occasion,15999.0,Essence,Auto.
Audi,A3 Sportback,2021,50333.0,Occasion,28599.0,Diesel,Auto.
Renault,Zoé,2020,56408.0,Occasion,9799.0,Électrique,Auto.
Mercedes,Classe A,2020,67099.0,Occasion,28999.0,Diesel,Auto.
Fiat,500X,2017,64390.0,Occasion,12499.0,Essence,Manuelle
Renault,Kadjar,2016,99182.0,Occasion,12499.0,Essence,Auto.
Renault,Kadjar,2018,91771.0,Occasion,14999.0,Essence,Auto.
Citroën,C4 Cactus,2019,69563.0,Occasion,15499.0,Diesel,Auto.
Renault,Kadjar,2020,130942.0,Occasion,13799.0,Diesel,Manuelle
Peugeot,408,2024,10890.0,Occasion,24999.0,Essence,Auto.
Dacia,SPRING,2022,13578.0,Occasion,11499.0,Électrique,Auto.
Mercedes,GLA,2024,9240.0,Occasion,46899.0,Diesel,Auto.
Toyota,Corolla,2022,36505.0,Occasion,21499.0,Hybride,Auto.
Volkswagen,T-Roc,2024,18290.0,Occasion,34899.0,Essence,Auto.
Renault,Kadjar,2019,69350.0,Occasion,17299.0,Essence,Auto.
Renault,Kadjar,2019,105893.0,Occasion,14999.0,Essence,Manuelle
Volkswagen,T-CROSS,2021,34230.0,Occasion,21499.0,Essence,Auto.
Peugeot,508 SW,2024,12000.0,Occasion,44999.0,Hybride,Auto.
Volkswagen,T-Roc,2023,28158.0,Occasion,32999.0,Diesel,Auto.
DS,DS7 CROSSBACK,2021,80335.0,Occasion,23499.0,Diesel,Auto.
Cupra,Formentor,2021,25873.0,Occasion,27399.0,Hybride,Auto.
DS,DS4,2017,92925.0,Occasion,14499.0,Diesel,Auto.
Renault,Kadjar,2019,111357.0,Occasion,13499.0,Essence,Manuelle
Audi,Q3 Sportback,2023,17516.0,Occasion,45999.0,Hybride,Auto.
Volkswagen,T-Roc,2019,61913.0,Occasion,18499.0,Essence,Manuelle
DS,DS4,2018,85481.0,Occasion,10999.0,Essence,Manuelle
Citroën,Berlingo,2019,35943.0,Occasion,19999.0,Essence,Manuelle
Renault,Zoé,2020,40045.0,Occasion,9499.0,Électrique,Auto.
Renault,Kadjar,2020,100668.0,Occasion,14799.0,Diesel,Manuelle
BMW,Série 1,2022,49839.0,Occasion,27999.0,Essence,Auto.
Opel,Crossland,2021,49955.0,Occasion,15399.0,Diesel,Manuelle
Citroën,C4 Cactus,2020,69850.0,Occasion,12999.0,Essence,Auto.
Renault,Zoé,2019,32085.0,Occasion,9999.0,Électrique,Auto.
Mercedes,Classe A,2023,14370.0,Occasion,33499.0,Micro-hybride,Auto.
Renault,Mégane 4,2020,65960.0,Occasion,14999.0,Diesel,Manuelle
Renault,Mégane 4,2017,73715.0,Occasion,13499.0,Essence,Manuelle
Citroën,C4 Cactus,2019,58487.0,Occasion,13499.0,Essence,Auto.
Citroën,C5 X,2022,54903.0,Occasion,23499.0,Hybride,Auto.
DS,DS4,2022,27753.0,Occasion,33999.0,Hybride,Auto.
Audi,A3 Sportback,2020,23892.0,Occasion,24299.0,Diesel,Auto.
Mercedes,Classe A,2023,20210.0,Occasion,32899.0,Micro-hybride,Auto.
Fiat,500C,2024,472.0,Occasion,17199.0,Micro-hybride,Manuelle
Toyota,Corolla,2020,56446.0,Occasion,18499.0,Hybride,Auto.
Seat,Arona,2023,2978.0,Occasion,21999.0,Essence,Auto.
Citroën,C4 Cactus,2019,58570.0,Occasion,12999.0,Essence,Auto.
Volkswagen,T-Roc,2020,86283.0,Occasion,18499.0,Essence,Manuelle
DS,DS7 CROSSBACK,2021,71330.0,Occasion,30799.0,Hybride,Auto.
Mercedes,Classe A,2024,12527.0,Occasion,37499.0,Micro-hybride,Auto.
Opel,GRANDLAND,2023,12.0,Occasion,27999.0,Diesel,Auto.
BMW,Série 1,2023,6968.0,Occasion,33999.0,Diesel,Auto.
Volkswagen,Polo,2019,67695.0,Occasion,15799.0,Essence,Manuelle
Mercedes,Classe A,2023,16158.0,Occasion,33299.0,Micro-hybride,Auto.
Volkswagen,T-Roc,2019,55919.0,Occasion,18499.0,Essence,Manuelle
Renault,Zoé,2019,76050.0,Occasion,8799.0,Électrique,Auto.
BYD,Atto 3,2022,18639.0,Occasion,27999.0,Électrique,Auto.
Volkswagen,T-Roc,2024,26350.0,Occasion,33999.0,Essence,Auto.
BMW,Série 1,2017,91428.0,Occasion,15999.0,Diesel,Manuelle
Mercedes,Classe A,2024,11030.0,Occasion,37499.0,Micro-hybride,Auto.
Dacia,JOGGER,2023,15585.0,Occasion,19499.0,Non spécifié,Manuelle
Volkswagen,Golf 7,2019,120209.0,Occasion,15499.0,Diesel,Auto.
Volkswagen,Polo,2018,121706.0,Occasion,14499.0,Essence,Auto.
Volkswagen,Polo,2017,68670.0,Occasion,15499.0,Essence,Auto.
Audi,A1 Sportback,2018,116965.0,Occasion,13999.0,Essence,Manuelle
Ford,Kuga,2023,10.0,Occasion,29599.0,Essence,Manuelle
Mini,Mini,2023,13013.0,Occasion,24999.0,Électrique,Auto.
Kia,Niro,2019,106072.0,Occasion,15299.0,Hybride,Auto.
Renault,Mégane 4,2018,94260.0,Occasion,12499.0,Essence,Manuelle
DS,DS7 CROSSBACK,2022,56612.0,Occasion,26999.0,Diesel,Auto.
DS,DS7 CROSSBACK,2023,41634.0,Occasion,30499.0,Essence,Auto.
Citroën,C4 Cactus,2019,61278.0,Occasion,12999.0,Essence,Auto.
Citroën,Berlingo,2019,43677.0,Occasion,18999.0,Essence,Manuelle
Volkswagen,T-Roc,2022,42959.0,Occasion,32999.0,Diesel,Auto.
MG,MG ZS,2021,34969.0,Occasion,16499.0,Électrique,Auto.
Renault,Scénic 4,2019,45102.0,Occasion,17499.0,Essence,Auto.
Volkswagen,T-Roc,2021,34280.0,Occasion,21999.0,Essence,Manuelle
Peugeot,408,2024,3876.0,Occasion,25399.0,Essence,Auto.
Nissan,Juke,2022,9075.0,Occasion,20499.0,Essence,Auto.
DS,DS4,2017,80308.0,Occasion,14299.0,Diesel,Manuelle
Hyundai,i20,2017,110217.0,Occasion,9499.0,Diesel,Manuelle
Audi,A3 Sportback,2019,56594.0,Occasion,23799.0,Diesel,Auto.
